# 2154 French Physicians, Military Men and Executives. Serie E, volume 1 : from 1901 to 1963 
# http://cura.free.fr/gauq/902gdE1.html
# 沒有地點的經緯度！
# NUM	  PRO      NAME              	             DAY   MON   YEA     H        CITY                     COD

0833    EX       GAUTHIER Pierre                 18    09    1904    08:00    Jougne                    25
0834    PH       GAUTHIER-LAFAYE Pierre          05    05    1921    09:30    Roiffé                    86
0835    PH     + GAUTIER Jean                    16    04    1903    16:00    Pithiuiers                45
0836    PH       GAUTIER Paul                    22    06    1920    11:15    Lille                     59
0837    PH       GAY Raymond                     12    02    1922    05:00    Toulouse                  31
0838    PH       GAYRAL Louis                    29    09    1916    02:00    Toulouse                  31
0839    PH       GEDEON André                    26    05    1917    21:00    Troyes                    10
0840    MI       GEFFRIER Guy                    26    03    1904    21:00    Orléans                   45
0841    EX       GEINGEAUD René                  22    04    1900    11:00    Charenton le Pont         94
0842    MI       GELEE Max                       01    08    1904    08:00    Mont Saint Aignan         76
0843    MI       GELINET André                   28    02    1917    22:00    Marseille                 13
0844    MI       GELIOT Christian                24    02    1905    01:00    Epinal                    88
0845    PH       GELLE Paul                      20    08    1904    23:15    Armentières               59
0846    PH       GENERMONT Jean                  17    01    1936    11:30    Moulins                   03
0847    MI       GENEVEY Louis                   12    09    1907    06:00    Lyon 3ème                 69
0848    PH       GENEVOIS Louis                  05    03    1900    09:00    Bayonne                   64
0849    PH       GENEVRIER Robert                31    07    1909    13:30    St-Denis                  93
0850    MI       GENSE Michel                    04    09    1920    23:00    Amiens                    80
0851    PH     * GERARD Maurice                  27    01    1883    12:20    Lille                     59
0852    PH       GERAUD Jean                     26    12    1908    16:00    Foix                      09
0853    PH       GEREST François                 16    09    1912    23:00    Chaponost                 69
0854    PH       GERMAIN Henri                   27    06    1901    05:00    Maringues                 63
0855    PH       GERMAIN Henry                   27    03    1903    04:00    Château-Gontier           53
0856    MI     L GERMAIN Hubert                  06    08    1920    04:00    Paris 16ème               75
0857    MI       GEORGE Louis                    31    05    1922    12:00    Nancy                     54
0858    MI       GEORGES Marie M.                16    03    1891    12:00    Poussay                   88
0859    PH     + GERNEZ-RIEUX Charles            22    04    1898    16:00    Roubaix                   59
0860    PH       GIBERT Theophile                14    06    1904    05:00    Limoux                    11
0861    MI       GIGUES Maurice                  12    07    1918    15:00    Epinal                    88
0862    EX       GILBERT Jacques                 21    07    1913    07:15    Courbevoie                92
0863    PH       GILBRIN Emile                   07    11    1902    06:30    Melun                     77
0864    PH       GILLET Germain                  26    02    1908    22:00    Ponthierry                77
0865    MI       GILLIOT Jean                    06    06    1890    05:00    Hagetmau                  40
0866    MI       GINAS Emile                     19    03    1892    09:00    Grenoble                  38
0867    PH       GIRARD Georges                  04    02    1888    02:00    Isigny sur Mer            14
0868    PH       GIRARD Jean Felix               17    10    1903    20:00    Nancy                     54
0869    MI       GIRARDON Robert                 20    08    1917    17:00    Vedène                    84
0870    EX       GIRAUD André                    13    05    1909    10:00    St-Denis                  93
0871    EX       GIRAUD Claude                   11    07    1923    10:30    Clamart                   92
0872    MI       GIRAUD Michel                   17    11    1919    02:00    Bormes                    83
0873    MI       GIRIER Laurent                  22    04    1921    12:30    Amiens                    80
0874    PH     + GIROUD Antoine                  26    02    1895    12:00    Moulins                   03
0875    EX       GIROUD Germain                  21    04    1911    23:00    Moingt                    42
0876    PH     + GIROUD Paul                     06    06    1898    21:00    Trevol                    03
0877    PH     + GIROUX Jean                     27    06    1907    01:00    Montceau-les-Mines        71
0878    EX       GIVENCHY Hubert (TAFFIN de)     20    02    1927    11:30    Beauvais                  60
0879    PH       G0DECHOT Roger                  15    12    1922    04:00    Nancy                     54
0880    MI     * G0DEFROY Charles                29    12    1888    07:00    La Flèche                 72
0881    PH     - G0DLEWSKI Guy                   20    04    1913    09:00    St-Mandé                  94
