# 新版 http://cura.free.fr/gauq/902gdA5.html
# 舊版 http://cura.free.fr/gauq/11gdA5a.txt
# Actor 演員 , 1408位

# PRO	NUM	COU	DAY	MON	YEA	H	MN	SEC	TZ	LAT	LON	COD	CITY	

A	352	F	15	10	1896	9	20	40	0	48N50	2E20	75	PARIS 9E
A	353	F	17	4	1893	22	50	40	0	43N18	5E22	13	SALON-DE-PROVENC
A	354	F	12	12	1860	7	57	36	0	44N50	0W34	33	BORDEAUX
A	355	F	6	1	1829	20	35	52	0	47N15	6E 2	25	BESANCON
A	356	F	1	8	1878	18	25	40	0	46N18	4E50	71	LOUHANS
A	357	F	4	8	1877	5	51	16	0	48N50	2E11	92	ASNIERES
A	358	F	16	1	1918	10	0	0	0	44N21	2E34	12	ST-ROME-DE-CERN
A	359	F	30	7	1804	3	51	40	0	49N26	2E 5	60	MAIGNELAY
A	360	F	19	5	1921	12	0	0	0	47N28	0W32	49	ANGERS
A	361	F	1	9	1888	20	47	40	0	50N39	3E 5	59	MORBECQUE
A	362	F	1	2	1869	1	50	0	0	48N55	2E30	93	AUBERVILLIERS
A	363	F	28	3	1831	9	40	40	0	45N46	4E50	69	LYON
A	364	F	3	7	1919	20	0	0	0	43N14	0E 5	65	TARBES
A	365	F	1	1	1918	13	0	0	0	50N18	2E46	62	BARLIN
A	366	F	20	2	1800	7	50	40	0	48N50	2E20	75	PARIS
A	367	F	25	1	1890	11	38	32	0	43N18	5E22	13	AIX-EN-PROVENCE
A	368	F	1	3	1927	16	0	0	0	49N26	2E 5	60	ACY-EN-MULTIEN
A	369	F	8	12	1819	20	39	8	0	46N12	5E13	01	MEXIMIEUX
A	370	F	3	6	1891	7	20	40	0	48N50	2E 8	78	MANTES-LA-VILLE
A	371	F	11	4	1928	1	0	0	0	44N27	1E26	46	CAMBES
A	372	F	12	7	1886	19	6	20	0	47N13	1W35	44	NANTES
A	373	F	8	6	1853	11	50	40	0	48N50	2E20	75	PARIS
A	374	F	7	9	1913	17	0	0	0	49N 0	2E 0	95	GOUSSAINVILLE
A	375	F	12	1	1832	14	50	40	0	48N50	2E20	75	PARIS
A	376	F	8	5	1859	18	50	40	0	48N50	2E20	75	PARIS
A	377	F	17	8	1904	2	50	40	0	47N15	6E 2	25	PEYRIGNAC
A	378	F	21	5	1839	13	55	40	0	49N26	1E 5	76	LILLEBONNE
A	379	F	3	3	1905	7	20	40	0	48N26	0E 5	61	MORTAGNE
A	380	F	20	7	1888	3	40	40	0	45N46	4E50	69	MORNANT
A	381	F	6	8	1867	17	57	28	0	44N12	0E38	47	ST-ROMAIN-DE-BE
A	382	F	10	7	1838	16	50	40	0	48N50	2E20	75	PARIS
A	383	F	18	9	1921	7	0	0	0	48N50	2E11	92	MONTROUGE
A	384	F	1	10	1822	8	50	40	0	48N50	2E20	75	PARIS
A	385	F	29	8	1849	6	35	52	0	47N15	6E 2	25	PERIGUEUX
A	386	F	16	11	1874	15	50	36	0	43N12	2E21	11	CARCASSONNE
A	387	F	24	12	1812	5	49	20	0	48N33	2E40	77	MELUN
A	388	F	29	11	1923	1	0	0	0	43N37	3E53	34	BEZIERS
A	389	F	21	12	1882	14	25	40	0	49N26	1E 5	76	ROUEN
A	390	F	7	2	1927	21	0	0	0	43N37	3E53	34	MONTPELLIER
A	391	F	20	11	1914	22	0	0	0	48N50	2E20	75	PARIS 11E
A	392	F	5	5	1833	22	46	40	0	46N34	3E20	03	MOULINS
A	393	F	26	8	1885	6	20	4	0	48N47	2E29	94	VITRY-S/SEINE
A	394	F	16	6	1842	9	51	28	0	48N50	2E 8	78	VERSAILLES
A	395	F	24	5	1871	22	50	40	0	48N36	2E20	91	BRUNOY
A	396	F	3	10	1927	9	0	0	0	48N50	2E11	92	VAUCRESSON
A	397	F	3	6	1903	19	50	40	0	49N34	3E37	02	ST-QUENTIN
A	398	F	19	12	1845	12	50	40	0	48N50	2E20	75	PARIS
A	399	F	29	6	1900	4	50	40	0	47N40	2W44	56	LORIENT
A	400	F	8	9	1929	11	30	0	0	47N40	2W44	56	QUIBERON
A	401	F	30	8	1600	5	50	40	0	48N50	2E20	75	PARIS
A	402	F	12	10	1904	13	50	40	0	43N18	5E22	13	AIX-EN-PROVENCE
A	403	F	3	5	1914	3	0	0	0	49N26	2E 5	60	ST-JUST-EN-CHAU
A	404	F	13	12	1860	21	50	40	0	48N50	2E20	75	PARIS 2E
A	405	F	6	1	1922	20	30	0	0	49N26	1E 5	76	ST-AUBIN
A	406	F	2	10	1821	1	39	52	0	47N19	5E 2	21	BRAZEY-EN-PLAIN
A	407	F	11	10	1809	13	45	40	0	47N48	3E35	89	MALIGNY
A	408	F	20	5	1808	16	48	56	0	50N18	2E46	62	ARRAS
A	409	F	30	9	1849	18	32	0	0	35N40	0W30	ALG	ORAN
A	410	F	16	5	1862	7	52	24	0	47N54	1E54	45	ORLEANS
A	411	F	19	1	1848	11	50	40	0	48N50	2E20	75	PARIS
A	412	F	17	1	1944	20	30	0	0	48N50	2E20	75	PARIS 9E
A	413	F	17	3	1874	18	43	40	0	48N18	4E 5	10	VITRY-LE-CROISE
A	414	F	28	3	1901	4	20	40	0	47N 5	2E23	18	BOURGES
A	415	F	29	8	1916	6	0	0	0	36N47	3E 0	ALG	ALGER
A	416	F	1	5	1891	23	20	40	0	49N11	0W22	14	ORBEC
A	417	F	29	9	1888	17	48	56	0	50N18	2E46	62	BOULOGNE-S-MER
A	418	F	24	4	1903	3	20	40	0	48N55	2E30	93	ST-DENIS
A	419	F	20	12	1846	22	50	40	0	48N50	2E20	75	PARIS
A	420	F	8	10	1897	3	20	40	0	48N50	2E20	75	PARIS 8E
A	421	F	26	7	1908	1	50	40	0	48N 1	0E12	72	ECOMMOY
A	422	F	30	6	1825	2	18	56	0	50N18	2E46	62	HOUDAIN
A	423	F	22	7	1893	21	50	40	0	48N 7	1W40	35	SAINT-SERVAN
A	424	F	29	8	1919	0	0	0	0	43N18	0W22	64	MENDIONDE
A	425	F	21	5	1810	16	35	16	0	49N 7	6E11	57	THIONVILLE
A	426	F	22	4	1909	16	5	40	0	48N50	2E 8	78	ST-GERMAIN-EN-LA
A	427	F	8	7	1923	16	0	0	0	48N50	2E11	92	ASNIERES
A	428	F	3	11	1839	8	49	20	0	48N33	2E40	77	SOIGNOLLES
A	429	F	13	4	1826	16	17	40	0	45N47	3E 5	63	RIOM
A	430	F	10	8	1913	5	0	0	0	48N50	2E20	75	PARIS 19E
A	431	F	15	4	1814	4	50	48	0	49N54	2E18	80	AMIENS
A	432	F	7	11	1865	18	50	36	0	43N12	2E21	11	NARBONNE
A	433	F	12	2	1914	7	0	0	0	47N13	1W35	44	ST-NAZAIRE
A	434	F	18	3	1918	7	15	0	0	47N13	1W35	44	ST-NAZAIRE
A	435	F	22	8	1919	9	30	0	0	44N56	4E54	26	DIEULEFIT
A	436	F	14	7	1893	7	20	40	0	48N50	2E11	92	COLOMBES
A	437	F	3	5	1900	9	20	40	0	46N19	0W27	79	BRESSUIRE
A	438	F	13	10	1851	2	47	40	0	50N39	3E 5	59	LANDRECIES
A	439	F	11	5	1937	3	0	0	0	48N55	2E30	93	VAUJOURS
A	440	F	10	6	1903	15	50	40	0	48N50	2E11	92	ASNIERES
A	441	F	7	7	1830	11	54	16	0	43N37	1E26	31	TOULOUSE
A	442	F	29	1	1801	0	40	40	0	45N46	4E50	69	LYON
A	443	F	27	1	1839	1	50	40	0	48N50	2E20	75	PARIS
A	444	F	3	12	1829	14	55	0	0	45N50	1E15	87	ST-LEONARD
A	445	F	3	12	1851	9	29	20	0	45N39	0E10	16	COGNAC
A	446	F	1	2	1843	3	50	40	0	48N50	2E20	75	PARIS
A	447	F	24	12	1887	5	16	24	0	48N 0	4W 6	29	CROZON
A	448	F	11	7	1912	13	0	0	0	48N50	2E11	92	LEVALLOIS-PERRET
A	449	F	18	7	1849	12	39	52	0	47N19	5E 2	21	SEMUR-EN-AUXOIS
A	450	F	30	1	1827	0	50	40	0	48N50	2E20	75	PARIS
A	451	F	24	7	1903	11	50	40	0	43N32	6E28	83	TOULON
A	452	F	30	7	1920	12	0	0	0	45N54	6E 7	74	MENTON-ST-BERNA
A	453	F	13	3	1922	5	30	0	0	48N50	2E 8	78	VERSAILLES
A	454	F	12	4	1806	2	59	40	0	48N26	0E 5	61	ALENCON
A	455	F	18	5	1799	13	57	36	0	44N50	0W34	33	BORDEAUX
A	456	F	16	5	1797	7	57	36	0	44N50	0W34	33	BORDEAUX
A	457	F	23	1	1888	20	44	28	0	43N37	3E53	34	SETE
A	458	F	25	2	1912	22	0	0	0	48N47	2E29	94	ST-MANDE
A	459	F	1	9	1880	0	42	32	0	48N57	4E22	51	VITRY-LE-FRANCO
A	460	F	21	7	1919	23	15	0	0	48N 1	0E12	72	ROUESSE-VASSE
A	461	F	5	11	1919	18	10	0	0	48N42	6E12	54	BRIEY
A	462	F	4	9	1912	9	0	0	0	49N 0	2E 0	95	GONESSE
A	463	F	3	9	1913	12	0	0	0	43N42	7E16	06	GRASSE
A	464	F	22	7	1876	7	45	32	0	49N34	3E37	02	CHATEAU-THIERRY
A	465	F	29	1	1841	21	50	40	0	48N50	2E20	75	PARIS
A	466	F	10	7	1884	18	57	4	0	45N11	0E44	24	CITON-CENAC
A	467	F	19	11	1925	23	50	0	0	44N50	0W34	33	BORDEAUX
A	468	F	28	5	1907	6	50	40	0	44N12	0E38	47	AGEN
A	469	F	28	3	1929	9	0	0	0	44N50	0W34	33	BORDEAUX
A	470	F	6	8	1918	6	0	0	0	48N18	4E 5	10	BRIENNE-LE-CHAT
A	471	F	22	6	1825	11	52	56	0	45N16	1E46	19	TULLE
A	472	F	10	7	1834	13	35	0	0	44N 6	6E15	04	FOURS
A	473	F	28	8	1858	0	50	40	0	48N50	2E20	75	PARIS
A	474	F	2	2	1921	9	30	0	0	48N50	2E11	92	BOURG-LA-REINE
A	475	F	8	12	1842	22	52	24	0	47N54	1E54	45	BURLY
A	476	F	8	3	1836	11	35	16	0	49N 7	6E11	57	WALDWISSE
A	477	F	28	12	1923	8	15	0	0	49N54	2E18	80	MONTDIDIER
A	478	F	11	7	1899	13	50	40	0	48N 7	1W40	35	RENNES
A	479	F	20	8	1925	20	0	0	0	46N59	3E 9	58	TANNAY
A	480	F	6	3	1898	20	50	40	0	43N42	7E16	06	NICE
A	481	F	31	5	1909	13	50	40	0	48N50	2E 8	78	LES MUREAUX
A	482	F	1	1	1858	22	50	40	0	48N50	2E20	75	PARIS
A	483	F	8	11	1851	15	48	56	0	50N18	2E46	62	RUITZ
A	484	F	26	8	1796	0	50	40	0	48N50	2E20	75	PARIS 10E
A	485	F	1	4	1872	10	42	32	0	48N57	4E22	51	REIMS
A	486	F	14	3	1927	11	45	0	0	48N33	2E40	77	MOUSSY-LE-NEUF
A	487	F	16	1	1830	15	50	40	0	48N50	2E20	75	PARIS
A	488	F	28	7	1800	11	55	40	0	49N26	1E 5	76	LE HAVRE
A	489	F	1	3	1862	5	50	40	0	48N50	2E20	75	PARIS 6E
A	490	F	2	5	1836	10	50	40	0	48N50	2E20	75	PARIS
A	491	F	30	9	1922	16	0	0	0	48N55	2E30	93	PANTIN
A	492	F	14	4	1841	19	2	8	0	47N28	0W32	49	LES ROSIERS
A	493	F	12	9	1924	5	0	0	0	43N18	5E22	13	MARSEILLE
A	494	F	9	4	1908	0	0	40	0	48N50	2E11	92	NEUILLY
A	495	F	10	4	1855	16	57	28	0	44N12	0E38	47	PENNE
A	496	F	29	6	1819	6	45	32	0	49N34	3E37	02	ST-QUENTIN
A	497	F	31	8	1932	3	0	0	0	48N26	0E 5	61	CARROUGES
A	498	F	26	6	1927	4	20	0	0	45N47	3E 5	63	CLERMOND-FERRAND
A	499	F	22	1	1808	18	49	20	0	48N33	2E40	77	FONTAINEBLEAU
A	500	F	6	12	1877	22	50	40	0	48N50	2E20	75	PARIS 18E
A	501	F	11	4	1831	15	29	0	0	48N35	7E45	67	MUTZIG
A	502	F	10	11	1796	18	57	36	0	44N50	0W34	33	BORDEAUX
A	503	F	16	12	1883	1	57	36	0	44N50	0W34	33	SAINT-LOUBES
A	504	F	24	3	1839	7	50	40	0	48N50	2E20	75	PARIS
A	505	F	26	5	1859	0	50	40	0	48N50	2E20	75	PARIS
A	506	F	14	6	1917	2	0	0	0	48N 1	0E12	72	LE MANS
A	507	F	8	12	1895	13	50	40	0	46N18	4E50	71	MACON
A	508	F	15	5	1892	10	40	40	0	48N47	2E29	94	FONTENAY-S/BOIS
A	509	F	27	1	1854	19	54	16	0	43N37	1E26	31	TOULOUSE
A	510	F	9	3	1899	9	50	40	0	43N18	5E22	13	MARSEILLE
A	511	F	9	12	1810	5	35	16	0	49N 7	6E11	57	METZ
A	512	F	8	6	1876	18	59	20	0	45N39	0E10	16	ST-LAURENT
A	513	F	18	9	1906	5	20	40	0	49N46	4E44	08	RETHEL
A	514	F	14	6	1924	1	30	0	0	48N47	2E29	94	ST-MAUR-LES-FOSS
A	515	F	15	5	1841	2	50	40	0	48N50	2E20	75	PARIS
A	516	F	1	4	1916	9	0	0	0	46N49	1E41	36	LEBLANC
A	517	F	18	11	1864	11	3	56	0	50N18	2E46	62	MONTREUIL-S-MER
A	518	F	2	6	1799	13	50	40	0	48N50	2E20	75	PARIS
A	519	F	2	7	1923	15	0	0	0	49N 0	2E 0	95	LUZARCHES
A	520	F	29	6	1843	17	50	40	0	48N50	2E20	75	PARIS
A	521	F	11	12	1913	12	30	0	0	49N 7	1W 5	50	CHERBOURG
A	522	F	29	4	1853	17	38	32	0	43N18	5E22	13	MARSEILLE
A	523	F	8	8	1920	14	0	0	0	49N11	0W22	14	DOZULE
A	524	F	10	1	1920	12	0	0	0	48N42	6E12	54	NANCY
A	525	F	28	8	1898	4	20	40	0	48N27	1E30	28	MAINVILLIERS
A	526	F	8	6	1902	19	50	40	0	45N46	4E50	69	GRIGNY
A	527	F	10	3	1848	10	20	40	0	48N50	2E20	75	PARIS
A	528	F	1	6	1906	8	50	40	0	43N37	1E26	31	TOULOUSE
A	529	F	6	7	1890	21	3	0	0	48N 4	0W45	53	ARGENTRE
A	530	F	19	10	1926	15	20	0	0	48N27	1E30	28	DREUX
A	531	F	12	8	1914	23	30	0	0	43N21	1W47	ESP	IRUN
A	532	F	7	5	1903	13	20	40	0	48N50	2E11	92	COLOMBES
A	533	F	17	5	1882	5	25	0	0	41N55	8E45	20	BASTIA
A	534	F	7	12	1848	0	9	52	0	47N19	5E 2	21	BEAUNE
A	535	F	23	8	1821	2	51	40	0	49N26	2E 5	60	CHANTILLY
A	536	F	19	5	1888	11	50	40	0	48N50	2E20	75	PARIS 10E
A	537	F	22	11	1874	13	20	40	0	48N50	2E20	75	PARIS 17E
A	538	F	30	1	1882	13	36	40	0	49N26	2E 5	60	BEAUVAIS
A	539	F	18	11	1872	5	34	8	0	43N32	6E28	83	TOULON
A	540	F	7	10	1846	3	50	40	0	48N50	2E20	75	PARIS
A	541	F	16	4	1807	3	1	28	0	49N11	0W22	14	CAEN
A	542	F	16	2	1870	0	47	24	0	46N59	3E 9	58	COSNE
A	543	F	12	12	1890	9	14	12	0	48N 1	0E12	72	LE MANS
A	544	F	26	11	1930	0	30	0	0	49N26	1E 5	76	ROUEN
A	545	F	15	1	1920	21	30	0	0	48N33	2E40	77	FONTAINEBLEAU
A	546	F	21	12	1912	23	0	0	0	50N39	3E 5	59	DUNKERQUE
A	547	F	20	2	1843	3	50	40	0	48N50	2E20	75	PARIS
A	548	F	25	9	1833	1	38	32	0	43N18	5E22	13	MARSEILLE
A	549	F	20	9	1886	14	51	16	0	48N50	2E11	92	PUTEAUX
A	550	F	2	6	1900	3	50	40	0	47N15	6E 2	25	BESANCON
A	551	F	6	9	1806	7	1	28	0	49N11	0W22	14	CONDE-S/NOIREAU
A	552	F	3	4	1875	21	52	0	0	49N 0	2E 0	95	ENGHIEN-LES-BAIN
A	553	F	6	7	1929	11	0	0	0	43N42	7E16	06	NICE
A	554	F	31	12	1887	4	50	40	0	48N50	2E20	75	PARIS 14E
A	555	F	16	8	1841	8	59	12	0	48N 1	0E12	72	BONNETABLE
A	556	F	26	1	1926	15	30	0	0	46N18	4E50	71	MONTCEAU-LES-MI
A	557	F	30	12	1867	4	50	4	0	48N47	2E29	94	CHARENTON
A	558	F	1	7	1854	1	35	24	0	47N37	6E 9	70	ARC
A	559	F	25	2	1811	6	20	40	0	48N50	2E20	75	PARIS
A	560	F	16	7	1839	5	50	36	0	43N12	2E21	11	CARCASSONNE
A	561	F	13	8	1873	21	51	28	0	48N50	2E 8	78	CHATOU
A	562	F	5	1	1836	3	45	40	0	47N48	3E35	89	TANLAY
A	563	F	18	7	1879	15	21	16	0	48N50	2E11	92	BOULOGNE-BILL
A	564	F	9	7	1872	5	50	40	0	48N50	2E20	75	PARIS 10E
A	565	F	20	10	1868	0	42	36	0	43N51	4E21	30	ALES
A	566	F	20	6	1931	14	45	0	0	48N10	6E28	88	VITTEL
A	567	F	19	3	1916	2	30	0	0	49N 1	1E11	27	LES ANDELYS
A	568	F	29	2	1920	8	20	0	0	48N50	2E11	92	NEUILLY
A	569	F	19	5	1933	6	45	0	0	48N50	2E11	92	VANVES
A	570	F	27	2	1828	3	52	24	0	47N54	1E54	45	BEAUGENCY
A	571	F	3	5	1874	11	12	36	0	43N51	4E21	30	NIMES
A	572	F	11	12	1909	20	50	40	0	44N56	4E54	26	MONTELIMAR
A	573	F	30	6	1912	19	0	0	0	43N42	7E16	06	NICE
A	574	F	5	10	1847	17	57	4	0	45N11	0E44	24	BERGERAC
A	575	F	27	2	1841	0	57	4	0	45N11	0E44	24	BERGERAC
A	576	F	14	11	1862	23	35	40	0	48N50	2E20	75	PARIS 2E
A	577	F	13	7	1888	13	57	4	0	45N11	0E44	24	PERIGUEUX
A	578	F	30	1	1907	22	20	40	0	49N26	2E 5	60	COMPIEGNE
A	579	F	8	8	1878	10	47	40	0	50N39	3E 5	59	PETITE-FORET
A	580	F	20	2	1820	10	47	40	0	50N39	3E 5	59	ROUBAIX
A	581	F	9	7	1934	23	15	0	0	48N47	2E29	94	IVRY-S/SEINE
A	582	F	6	6	1842	14	49	20	0	48N33	2E40	77	FONTAINEBLEAU
A	583	F	7	7	1913	18	0	0	0	36N47	3E 0	ALG	ALGER
A	584	F	24	2	1895	8	50	40	0	44N50	0W34	33	BEGLES
A	585	F	22	4	1940	1	0	0	0	41N55	8E45	20	BONIFACIO
A	586	F	3	9	1816	18	49	20	0	48N33	2E40	77	TOURNAN
A	587	F	23	7	1836	13	50	40	0	48N50	2E20	75	PARIS
A	588	F	2	4	1810	14	50	40	0	48N50	2E20	75	PARIS
A	589	F	5	5	1922	12	0	0	0	48N55	2E30	93	ST-DENIS
A	590	F	22	7	1924	12	0	0	0	49N26	1E 5	76	LE HAVRE
A	591	F	9	8	1897	4	20	40	0	48N50	2E20	75	PARIS 4E
A	592	F	17	12	1840	5	50	40	0	48N50	2E20	75	PARIS
A	593	F	9	9	1929	9	0	0	0	43N37	1E26	31	TOULOUSE
A	594	F	25	4	1800	1	50	4	0	48N47	2E29	94	VINCENNES
A	595	F	15	4	1930	23	0	0	0	43N42	7E16	06	CANNES
A	596	F	25	6	1890	23	5	0	0	36N30	6E15	ALG	CONSTANTINE
A	597	F	19	6	1906	11	50	40	0	43N40	0E36	32	GIMONT
A	598	F	10	1	1908	1	50	40	0	48N55	2E30	93	PANTIN
A	599	F	13	3	1892	12	50	40	0	48N 1	0E12	72	VALLON-S/GE
A	600	F	22	11	1898	14	50	40	0	43N37	3E53	34	MONTPELLIER
A	601	F	9	1	1901	22	0	0	-1	49N 7	6E11	57	SARREGUEMINES
A	602	F	8	6	1881	10	17	40	0	50N39	3E 5	59	LILLE
A	603	F	2	7	1855	10	57	36	0	44N50	0W34	33	BORDEAUX
A	604	F	10	3	1890	10	40	24	0	44N56	4E54	26	BERGERAC
A	605	F	23	4	1906	3	20	40	0	50N39	3E 5	59	LILLE
A	606	F	15	4	1921	22	15	0	0	43N42	7E16	06	CAP D AIL
A	607	F	17	10	1914	2	0	0	0	45N11	5E43	38	PUSIGNAN
A	608	F	25	6	1878	16	51	28	0	48N50	2E 8	78	PORT-MARLY
A	609	F	17	9	1921	7	0	0	0	43N42	7E16	06	CANNES
A	610	F	29	6	1824	20	50	40	0	48N50	2E20	75	PARIS
A	611	F	25	5	1920	3	0	0	0	49N 7	1W 5	50	CHERBOURG
A	612	F	14	1	1856	7	50	40	0	48N50	2E20	75	PARIS
A	613	F	17	1	1849	18	50	40	0	48N50	2E20	75	PARIS
A	614	F	16	9	1884	8	59	20	0	45N39	0E10	16	GUIMPS
A	615	F	14	2	1921	12	0	0	0	44N50	0W34	33	GUJAN-MESTRAS
A	616	F	6	2	1845	8	1	28	0	43N18	0W22	64	ST-ESPRIT PRES
A	617	F	24	1	1866	12	24	40	0	47N35	1E20	41	CHOUZY-S/CISSE
A	618	F	21	6	1852	12	50	40	0	48N50	2E20	75	PARIS
A	619	F	1	1	1925	3	0	0	0	43N42	7E16	06	NICE
A	620	F	17	4	1910	2	50	40	0	48N50	2E11	92	ASNIERES
A	621	F	10	6	1835	22	4	40	0	46N 9	1W10	17	LA ROCHELLE
A	622	F	9	7	1934	17	0	0	0	44N 1	1E20	82	CASTELSARRASIN
A	623	S	21	2	1800	14	30	8	-1	46N12	6E 9	SCHW	GENEVE
A	624	F	26	2	1904	4	50	40	0	43N51	4E21	30	BEAUCAIRE
A	625	F	15	1	1861	6	40	24	0	44N56	4E54	26	LADOSSE
A	626	F	13	1	1924	11	0	0	0	48N55	2E30	93	VILLEMOMBLE
A	627	F	4	12	1922	14	0	0	0	43N42	7E16	06	CANNES
A	628	F	19	12	1915	5	0	0	0	48N50	2E20	75	PARIS 20E
A	629	F	23	9	1924	4	0	0	0	50N39	3E 5	59	LANNOY
A	630	F	8	4	1919	21	30	0	0	48N47	2E29	94	VINCENNES
A	631	F	6	3	1906	9	50	40	0	45N16	1E46	19	TULLE
A	632	F	14	2	1859	13	41	36	0	44N44	4E36	07	VALS
A	633	F	9	11	1918	0	45	0	0	49N26	1E 5	76	LE HAVRE
A	634	F	24	8	1922	4	0	0	0	46N19	0W27	79	NIORT
A	635	F	20	12	1826	13	50	40	0	48N36	2E20	91	ARPAJON
A	636	F	14	10	1918	1	0	0	0	46N12	5E13	01	DIVONNE-LES-BAIN
A	637	F	9	3	1923	10	0	0	0	45N26	4E23	42	ROANNE
A	638	F	8	10	1826	7	51	16	0	48N50	2E11	92	MONTROUGE
A	639	F	20	1	1940	2	30	0	0	48N50	2E11	92	GARCHES
A	640	F	21	2	1927	23	0	0	0	43N18	5E22	13	MARSEILLE
A	641	F	12	2	1917	11	0	0	0	48N55	2E30	93	PANTIN
A	642	F	27	4	1872	15	51	28	0	48N50	2E 8	78	MAISONS-LAFFITTE
A	643	F	25	7	1894	10	20	40	0	49N 0	2E 0	95	ERMONT
A	644	F	27	5	1897	7	50	40	0	43N18	5E22	13	MAUSSANE
A	645	F	27	9	1863	22	40	40	0	45N46	4E50	69	LYON 2E
A	646	F	16	11	1836	3	50	40	0	48N50	2E20	75	PARIS
A	647	F	29	1	1798	8	50	40	0	48N50	2E20	75	PARIS
A	648	F	14	9	1903	3	50	40	0	48N47	2E29	94	VILLENEUVE-ST-G
A	649	F	18	12	1883	2	34	8	0	43N32	6E28	83	TOULON
A	650	F	18	12	1883	9	21	16	0	48N50	2E11	92	ASNIERES
A	651	F	11	8	1896	5	50	40	0	43N18	5E22	13	GARDANE
A	652	F	13	8	1911	9	0	0	0	48N 7	1W40	35	TOURS
A	653	F	19	5	1926	10	30	0	0	45N47	3E 5	63	CLERMOND-FERRAND
A	654	F	2	5	1922	5	0	0	-1	44N36	10E45	I	REGGIO EMILIA
A	655	F	1	4	1807	17	50	40	0	48N50	2E20	75	PARIS
A	656	F	4	12	1905	4	50	40	0	43N32	6E28	83	TAVERNES
A	657	F	15	12	1905	8	50	40	0	43N18	5E22	13	MARSEILLE
A	658	F	9	4	1915	16	0	0	0	48N50	2E11	92	SEVRES
A	659	F	19	3	1911	19	0	0	0	49N54	2E18	80	AMIENS
A	660	F	1	11	1924	5	0	0	0	49N 0	2E 0	95	ERMONT
A	661	F	2	7	1928	0	30	0	0	50N39	3E 5	59	PT DE NIEPPE
A	662	F	26	9	1899	4	50	40	0	48N 0	4W 6	29	BREST
A	663	F	21	3	1885	13	20	40	0	48N50	2E20	75	PARIS 18E
A	664	F	3	6	1844	5	49	20	0	48N33	2E40	77	SOLERS
A	665	F	25	8	1932	15	0	0	0	48N18	4E 5	10	ROMILLY-S/SEINE
A	666	F	27	5	1910	7	50	40	0	44N50	0W34	33	VILLENAVE-D ORN
A	667	F	18	4	1921	22	0	0	0	46N19	0W27	79	BESSINES
A	668	F	6	10	1914	10	0	0	0	43N55	2E 8	81	ALBI
A	669	F	9	6	1883	18	51	28	0	43N55	2E 8	81	ALBI
A	670	F	7	1	1898	16	50	40	0	43N32	6E28	83	TOULON
A	671	F	1	5	1922	7	40	0	0	48N55	2E30	93	MONTREUIL-SS-BO
A	672	F	17	1	1930	21	0	0	0	43N57	4E50	84	PERNES-LES-FONT
A	673	F	8	12	1913	10	0	0	0	46N35	0E20	86	BIARD
A	674	F	15	8	1818	7	45	32	0	49N34	3E37	02	CHATEAU-THIERRY
A	675	F	19	6	1920	6	0	0	0	47N28	0W32	49	SAUMUR
A	676	F	14	4	1927	3	20	0	0	48N50	2E11	92	CLAMART
A	677	F	1	7	1886	9	46	40	0	46N34	3E20	03	MONTLUCON
A	678	F	10	8	1883	21	21	28	0	48N50	2E 8	78	LES MUREAUX
A	679	F	18	2	1856	12	50	40	0	48N50	2E20	75	PARIS
A	680	F	26	4	1881	4	44	28	0	43N37	3E53	34	SETE
A	681	F	3	6	1908	12	50	40	0	47N28	0W32	49	TOURS
A	682	F	16	8	1892	3	50	40	0	48N50	2E20	75	PARIS 5E
A	683	F	29	5	1912	17	45	0	0	48N50	2E 8	78	VESINET
A	684	F	6	4	1909	8	50	40	0	48N42	6E12	54	PONT-A-MOUSSON
A	685	F	29	12	1846	8	53	16	0	46N49	1E41	36	CHATEAUROUX
A	686	F	14	3	1921	9	30	0	0	48N10	6E28	88	EPINAL
A	687	F	4	7	1912	19	15	0	0	50N39	3E 5	59	ROUBAIX
A	688	F	18	12	1892	13	50	40	0	47N28	0W32	49	DOUE-LA-FONTAIN
A	689	F	11	5	1860	2	42	36	0	43N51	4E21	30	ST-AMBROIX
A	690	F	19	4	1891	8	50	40	0	48N50	2E20	75	PARIS 9E
A	691	F	29	4	1907	6	50	40	0	41N55	8E45	20	AJACCIO
A	692	F	7	1	1900	22	50	40	0	49N46	4E44	08	VIVIER-AU-COURT
A	693	F	19	7	1840	23	1	48	0	46N19	0W27	79	NIORT
A	694	F	22	1	1911	8	50	40	0	43N18	5E22	13	MARSEILLE
A	695	F	22	7	1929	8	0	0	0	48N50	2E11	92	COLOMBES
A	696	F	24	9	1902	18	50	40	0	48N50	2E 8	78	MAISONS-LAFFITTE
A	697	F	25	3	1841	13	39	52	0	47N19	5E 2	21	BEAUNE
A	698	F	19	5	1882	3	57	36	0	44N50	0W34	33	LIBOURNE
A	699	F	19	7	1899	1	50	40	0	48N47	2E29	94	LE PERREUX
A	700	F	25	3	1906	3	50	40	0	48N47	2E29	94	NOGENT-S/MARNE
A	701	F	10	3	1913	21	0	0	0	46N19	0W27	79	THOUARS
A	702	F	12	1	1832	14	50	40	0	48N50	2E20	75	PARIS
A	703	F	25	9	1872	21	52	0	0	49N 0	2E 0	95	HERBLAY
A	704	F	18	9	1910	22	50	40	0	43N57	4E50	84	AVIGNON
A	705	F	18	1	1901	0	50	40	0	43N32	6E28	83	TOULON
